focal,estimator,experience,industry,region,health,yearFE,sample,identified,b,se
educ,fd,1,0,0,1,0,trim,0,NA,NA
educ,fd,1,0,0,1,1,full,0,NA,NA
educ,fd,1,0,0,1,1,nohealth,0,NA,NA
educ,fd,1,0,0,1,1,trim,0,NA,NA
educ,fd,0,1,0,1,0,full,0,NA,NA
educ,fd,0,1,0,1,0,nohealth,0,NA,NA
educ,fd,0,1,0,1,0,trim,0,NA,NA
educ,fd,0,1,0,1,1,full,0,NA,NA
educ,fd,0,1,0,1,1,nohealth,0,NA,NA
educ,fd,0,1,0,1,1,trim,0,NA,NA
educ,fd,1,1,0,1,0,full,0,NA,NA
educ,fd,1,1,0,1,0,nohealth,0,NA,NA
educ,fd,1,1,0,1,0,trim,0,NA,NA
educ,fd,1,1,0,1,1,full,0,NA,NA
educ,fd,1,1,0,1,1,nohealth,0,NA,NA
educ,fd,1,1,0,1,1,trim,0,NA,NA
educ,fd,0,0,1,1,0,full,0,NA,NA
educ,fd,0,0,1,1,0,nohealth,0,NA,NA
educ,fd,0,0,1,1,0,trim,0,NA,NA
educ,fd,0,0,1,1,1,full,0,NA,NA
educ,fd,0,0,1,1,1,nohealth,0,NA,NA
educ,fd,0,0,1,1,1,trim,0,NA,NA
educ,fd,1,0,1,1,0,full,0,NA,NA
educ,fd,1,0,1,1,0,nohealth,0,NA,NA
educ,fd,1,0,1,1,0,trim,0,NA,NA
educ,fd,1,0,1,1,1,full,0,NA,NA
educ,fd,1,0,1,1,1,nohealth,0,NA,NA
educ,fd,1,0,1,1,1,trim,0,NA,NA
educ,fd,0,1,1,1,0,full,0,NA,NA
educ,fd,0,1,1,1,0,nohealth,0,NA,NA
educ,fd,0,1,1,1,0,trim,0,NA,NA
educ,fd,0,1,1,1,1,full,0,NA,NA
educ,fd,0,1,1,1,1,nohealth,0,NA,NA
educ,fd,0,1,1,1,1,trim,0,NA,NA
educ,fd,1,1,1,1,0,full,0,NA,NA
educ,fd,1,1,1,1,0,nohealth,0,NA,NA
educ,fd,1,1,1,1,0,trim,0,NA,NA
educ,fd,1,1,1,1,1,full,0,NA,NA
educ,fd,1,1,1,1,1,nohealth,0,NA,NA
educ,fd,1,1,1,1,1,trim,0,NA,NA
